.000000,.000000,22.16801,
5.000000,.000000,21.03092,
10.00000,.000000,19.89606,
15.00000,.000000,18.78210,
20.00000,.000000,17.68921,
25.00000,.000000,16.63339,
30.00000,.000000,15.56895,
35.00000,.000000,14.48994,
40.00000,.000000,13.41596,
45.00000,.000000,12.35983,
50.00000,.000000,11.32207,
55.00000,.000000,10.31137,
60.00000,.000000,9.353488,
65.00000,.000000,8.517221,
70.00000,.000000,7.447484,
75.00000,.000000,6.224100,
80.00000,.000000,4.997158,
85.00000,.000000,3.767252,
90.00000,.000000,2.523112,
95.00000,.000000,1.265738,
100.0000,.000000,.4970042E-01,
.000000,5.000000,21.64964,
5.000000,5.000000,20.67115,
10.00000,5.000000,19.53041,
15.00000,5.000000,18.36650,
20.00000,5.000000,17.21450,
25.00000,5.000000,16.08268,
30.00000,5.000000,14.98098,
35.00000,5.000000,13.93486,
40.00000,5.000000,12.87044,
45.00000,5.000000,11.79970,
50.00000,5.000000,10.73838,
55.00000,5.000000,9.688691,
60.00000,5.000000,8.653633,
65.00000,5.000000,7.653821,
70.00000,5.000000,6.817905,
75.00000,5.000000,5.931201,
80.00000,5.000000,4.900890,
85.00000,5.000000,3.744960,
90.00000,5.000000,2.630075,
95.00000,5.000000,1.643528,
100.0000,5.000000,1.191621,
.000000,10.00000,20.69911,
5.000000,10.00000,20.20127,
10.00000,10.00000,19.35987,
15.00000,10.00000,18.16291,
20.00000,10.00000,16.96538,
25.00000,10.00000,15.76706,
30.00000,10.00000,14.57775,
35.00000,10.00000,13.49903,
40.00000,10.00000,12.48429,
45.00000,10.00000,11.45748,
50.00000,10.00000,10.42280,
55.00000,10.00000,9.380383,
60.00000,10.00000,8.328938,
65.00000,10.00000,7.268778,
70.00000,10.00000,6.331095,
75.00000,10.00000,5.493200,
80.00000,10.00000,4.651941,
85.00000,10.00000,3.803113,
90.00000,10.00000,3.014081,
95.00000,10.00000,2.550077,
100.0000,10.00000,2.327643,
.000000,15.00000,19.83620,
5.000000,15.00000,19.23868,
10.00000,15.00000,18.65474,
15.00000,15.00000,17.82675,
20.00000,15.00000,16.72034,
25.00000,15.00000,15.49694,
30.00000,15.00000,14.27714,
35.00000,15.00000,13.20463,
40.00000,15.00000,12.23351,
45.00000,15.00000,11.25961,
50.00000,15.00000,10.28246,
55.00000,15.00000,9.302389,
60.00000,15.00000,8.318345,
65.00000,15.00000,7.337627,
70.00000,15.00000,6.456527,
75.00000,15.00000,5.665804,
80.00000,15.00000,4.909592,
85.00000,15.00000,4.224113,
90.00000,15.00000,3.794304,
95.00000,15.00000,3.484702,
100.0000,15.00000,3.357399,
.000000,20.00000,19.14839,
5.000000,20.00000,18.41648,
10.00000,20.00000,17.72556,
15.00000,20.00000,16.92191,
20.00000,20.00000,16.05793,
25.00000,20.00000,15.12764,
30.00000,20.00000,14.05363,
35.00000,20.00000,13.04523,
40.00000,20.00000,12.12562,
45.00000,20.00000,11.20044,
50.00000,20.00000,10.27991,
55.00000,20.00000,9.365940,
60.00000,20.00000,8.460245,
65.00000,20.00000,7.573144,
70.00000,20.00000,6.773617,
75.00000,20.00000,6.056017,
80.00000,20.00000,5.407993,
85.00000,20.00000,4.919353,
90.00000,20.00000,4.610686,
95.00000,20.00000,4.380066,
100.0000,20.00000,4.318715,
.000000,25.00000,18.72295,
5.000000,25.00000,17.92333,
10.00000,25.00000,17.12935,
15.00000,25.00000,16.31696,
20.00000,25.00000,15.48619,
25.00000,25.00000,14.64532,
30.00000,25.00000,13.79505,
35.00000,25.00000,12.94548,
40.00000,25.00000,12.08913,
45.00000,25.00000,11.22746,
50.00000,25.00000,10.37499,
55.00000,25.00000,9.533383,
60.00000,25.00000,8.713072,
65.00000,25.00000,7.932040,
70.00000,25.00000,7.222264,
75.00000,25.00000,6.582067,
80.00000,25.00000,6.055150,
85.00000,25.00000,5.653805,
90.00000,25.00000,5.412174,
95.00000,25.00000,5.245511,
100.0000,25.00000,5.222157,
.000000,30.00000,18.40664,
5.000000,30.00000,17.63145,
10.00000,30.00000,16.85004,
15.00000,30.00000,16.06123,
20.00000,30.00000,15.27693,
25.00000,30.00000,14.49208,
30.00000,30.00000,13.71695,
35.00000,30.00000,12.94168,
40.00000,30.00000,12.14664,
45.00000,30.00000,11.34604,
50.00000,30.00000,10.56038,
55.00000,30.00000,9.796110,
60.00000,30.00000,9.068695,
65.00000,30.00000,8.372946,
70.00000,30.00000,7.738061,
75.00000,30.00000,7.188224,
80.00000,30.00000,6.728151,
85.00000,30.00000,6.408596,
90.00000,30.00000,6.203243,
95.00000,30.00000,6.079120,
100.0000,30.00000,6.074636,
.000000,35.00000,18.12219,
5.000000,35.00000,17.39030,
10.00000,35.00000,16.65267,
15.00000,35.00000,15.91513,
20.00000,35.00000,15.17640,
25.00000,35.00000,14.45101,
30.00000,35.00000,13.72853,
35.00000,35.00000,12.99146,
40.00000,35.00000,12.25145,
45.00000,35.00000,11.52240,
50.00000,35.00000,10.80355,
55.00000,35.00000,10.10801,
60.00000,35.00000,9.447039,
65.00000,35.00000,8.827986,
70.00000,35.00000,8.268474,
75.00000,35.00000,7.786649,
80.00000,35.00000,7.399079,
85.00000,35.00000,7.136909,
90.00000,35.00000,6.965913,
95.00000,35.00000,6.862012,
100.0000,35.00000,6.868947,
.000000,40.00000,17.88065,
5.000000,40.00000,17.19513,
10.00000,40.00000,16.50300,
15.00000,40.00000,15.80824,
20.00000,40.00000,15.12083,
25.00000,40.00000,14.43885,
30.00000,40.00000,13.75184,
35.00000,40.00000,13.06465,
40.00000,40.00000,12.38012,
45.00000,40.00000,11.70598,
50.00000,40.00000,11.05527,
55.00000,40.00000,10.43068,
60.00000,40.00000,9.836487,
65.00000,40.00000,9.283303,
70.00000,40.00000,8.788328,
75.00000,40.00000,8.363451,
80.00000,40.00000,8.048153,
85.00000,40.00000,7.821401,
90.00000,40.00000,7.680682,
95.00000,40.00000,7.590290,
100.0000,40.00000,7.603715,
.000000,45.00000,17.71346,
5.000000,45.00000,17.05658,
10.00000,45.00000,16.39567,
15.00000,45.00000,15.74067,
20.00000,45.00000,15.09182,
25.00000,45.00000,14.44420,
30.00000,45.00000,13.80081,
35.00000,45.00000,13.16454,
40.00000,45.00000,12.53592,
45.00000,45.00000,11.92303,
50.00000,45.00000,11.32919,
55.00000,45.00000,10.75984,
60.00000,45.00000,10.22468,
65.00000,45.00000,9.731041,
70.00000,45.00000,9.289979,
75.00000,45.00000,8.933376,
80.00000,45.00000,8.663023,
85.00000,45.00000,8.469179,
90.00000,45.00000,8.351527,
95.00000,45.00000,8.269929,
100.0000,45.00000,8.286455,
.000000,50.00000,17.63981,
5.000000,50.00000,17.01500,
10.00000,50.00000,16.38891,
15.00000,50.00000,15.76660,
20.00000,50.00000,15.14998,
25.00000,50.00000,14.53564,
30.00000,50.00000,13.92880,
35.00000,50.00000,13.33492,
40.00000,50.00000,12.75251,
45.00000,50.00000,12.18336,
50.00000,50.00000,11.63409,
55.00000,50.00000,11.11295,
60.00000,50.00000,10.62800,
65.00000,50.00000,10.18444,
70.00000,50.00000,9.805573,
75.00000,50.00000,9.496444,
80.00000,50.00000,9.253784,
85.00000,50.00000,9.091490,
90.00000,50.00000,8.985092,
95.00000,50.00000,8.910334,
100.0000,50.00000,8.926394,
